gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,2022-03-13,0,1.0,0.870125260654,0.642623202852,0.164152902186,0.05407724325,0.007695277001,0.001820573441,1,1,2633,Tennessee,89.1,Wichita,4,44
womens,2022-03-13,0,1.0,0.780911559332,0.302319886286,0.044757747351,0.019906656045,0.005228116694,0.001108552459,1,1,259,Virginia Tech,89.97,Spokane,5,104
womens,2022-03-13,0,1.0,0.779697935301,0.228339356256,0.064078419264,0.021834004475,0.00322286521,0.000791368718,1,1,252,Brigham Young,88.95,Wichita,6,48
womens,2022-03-13,0,1.0,0.867103392456,0.48940251193,0.146493303248,0.023578700065,0.004744877232,0.000774535645,1,1,99,Louisiana State,88.09,Spokane,3,116
womens,2022-03-13,0,1.0,0.697974192284,0.246838106136,0.063159804197,0.020922115481,0.00301765572,0.000726265321,1,1,2483,Oregon,89.36,Wichita,5,40
womens,2022-03-13,0,1.0,0.684402781308,0.365127960131,0.103375561079,0.015674094183,0.003238583838,0.000543749991,1,1,194,Ohio State,87.24,Spokane,6,112
womens,2022-03-13,0,1.0,0.784790498852,0.346496532368,0.043529131644,0.009770219391,0.002521645004,0.000456180474,1,1,87,Notre Dame,87.32,Bridgeport,5,72
womens,2022-03-13,0,1.0,0.652414251224,0.228890239466,0.043993076782,0.008760524926,0.00236499773,0.000448962898,1,1,96,Kentucky,88.13,Bridgeport,6,80
womens,2022-03-13,0,1.0,0.888451506692,0.554914738093,0.022612845956,0.007326261822,0.001899494805,0.000351682494,1,1,12,Arizona,87.1,Greensboro,4,12
womens,2022-03-13,0,1.0,0.590030493806,0.071649287386,0.032949163684,0.009900006252,0.001216934645,0.000255016071,1,1,145,Mississippi,86.46,Wichita,7,56
womens,2022-03-13,0,1.0,0.83954464334,0.556082127423,0.050077762064,0.008435199136,0.0017467726,0.000251508443,1,1,201,Oklahoma,86.15,Bridgeport,4,76
womens,2022-03-13,0,1.0,0.516744584791,0.049737772226,0.024682004688,0.007288062579,0.000939532692,0.000205597704,1,1,2250,Gonzaga,87.36,Wichita,9,38
womens,2022-03-13,0,1.0,0.711547377461,0.068595717244,0.029048421881,0.00509232035,0.001162499643,0.000185762268,1,1,2116,Central Florida,87.39,Bridgeport,7,88
womens,2022-03-13,0,1.0,0.483255415209,0.044096097669,0.022205124988,0.00668203815,0.000825570701,0.000174027531,1,1,158,Nebraska,85.26,Wichita,8,36
womens,2022-03-13,0,1.0,0.623533815217,0.122356471863,0.044699297214,0.00358169091,0.000902698788,0.000163001263,1,1,61,Georgia,85.57,Greensboro,6,16
womens,2022-03-13,0,1.0,0.409969506194,0.037330285224,0.015821098407,0.004341320037,0.00054436169,0.000116492593,1,1,233,South Dakota,84.72,Wichita,10,58
womens,2022-03-13,0,1.0,0.347585748776,0.085107339493,0.016413709529,0.003290380958,0.000683048437,9.9325418e-05,1,1,163,Princeton,85.61,Bridgeport,11,82
womens,2022-03-13,0,1.0,0.596044066507,0.020182920994,0.007609486889,0.002452189139,0.000429097018,6.1809296e-05,1,1,59,Georgia Tech,85.27,Spokane,9,102
womens,2022-03-13,0,1.0,0.525469094571,0.076228542665,0.02264468161,0.001192779745,0.000289854808,5.0568169e-05,1,1,38,Colorado,84.25,Greensboro,7,24
womens,2022-03-13,0,1.0,0.556312508113,0.058451899039,0.02495114148,0.002750841398,0.000405085486,4.9413858e-05,1,1,8,Arkansas,83.4,Spokane,10,122
womens,2022-03-13,0,1.0,0.53894750014,0.009867821666,0.00430382961,0.001361643685,0.000282631561,4.1852603e-05,1,1,58,South Florida,83.73,Greensboro,9,6
womens,2022-03-13,0,1.0,0.443687491887,0.039207339417,0.018771339545,0.002451293089,0.000324780801,3.5833309e-05,1,1,254,Utah,83.14,Spokane,7,120
womens,2022-03-13,0,1.0,0.474530905429,0.064150384311,0.016709122737,0.000749298446,0.000167944411,2.6964134e-05,1,1,156,Creighton,82.22,Greensboro,10,26
womens,2022-03-13,0,1.0,0.46105249986,0.007239647014,0.002970070441,0.00087400576,0.00016875477,2.3226922e-05,1,1,2390,Miami (FL),83.11,Greensboro,8,4
womens,2022-03-13,1,0.525319032006,0.170498090728,0.065713754333,0.012669775664,0.001283692685,0.000179442366,2.0965497e-05,0,1,2623,Missouri State,81.86,Spokane,11a,114
womens,2022-03-13,0,1.0,0.605084624815,0.019729641533,0.007952978278,0.000985590871,0.000164129481,1.9127429e-05,1,1,2306,Kansas State,82.22,Bridgeport,9,70
womens,2022-03-13,0,1.0,0.403955933493,0.009583500574,0.002955751167,0.000783258763,0.000112217751,1.3402112e-05,1,1,2305,Kansas,81.99,Spokane,8,100
womens,2022-03-13,0,1.0,0.219088440668,0.040148346151,0.002741426066,0.000732496539,9.9205785e-05,1.1239395e-05,1,1,526,Florida Gulf Coast,83.19,Spokane,12,106
